PCT,TYPE PTY,VRC,NAME,ADDRESS,DOB,VOTED,MAILED,RCV'D,STYLE
431,336,336,336,336,336,336,0,0,336
432,1,1,1,1,1,1,0,0,1
433,99,99,99,99,99,99,0,0,99
435,280,280,280,280,280,280,0,0,280
436,29,29,29,29,29,29,0,0,29
437,128,128,128,128,128,128,0,0,128
438,105,105,105,105,105,105,0,0,105
439,248,248,248,248,248,248,0,0,248
440,74,74,74,74,74,74,0,0,74
441,179,179,179,179,179,179,0,0,179
442,63,63,63,63,63,63,0,0,63
443,177,177,177,177,177,177,0,0,177
444,20,20,20,20,20,20,0,0,20
446,54,54,54,54,54,54,0,0,54
447,172,172,172,172,172,172,0,0,172
448,112,112,112,112,112,112,0,0,112
450,287,287,287,287,287,287,0,0,287
451,165,165,165,165,165,165,0,0,165
452,90,90,90,90,90,90,0,0,90
454,129,129,129,129,129,129,0,0,129
458,192,192,192,192,192,192,0,0,192
460,174,174,174,174,174,174,0,0,174
461,275,275,275,275,275,275,0,0,275
463,204,204,204,204,204,204,0,0,204
